id,제목,요약,시도,시군구,주제,세부주제,문화원,태그,키워드,썸네일,주소,위도,경도,출판년도,저작권,멀티미디어수,원문URL,수집council
3459,시장에서 사용하던 다양한 용어들 1,"시장 안에는 다양한 형태의 사람들이 모이고, 그 사람들이 나름의 역할들을 하며 운영된다. 그렇기에 다른 공동체와 마찬가지로 시장 안에서만 통용되는 언어들도 존재한다. 이들 언어들은 주로 상행위와 관련한 것들로 시장 생활의 단면을 엿볼 수 있다.",전국,,문헌과 문학작품에 표현된 시장,시장에서 사용하던 구비단문,한국문화원연합회,"조선시대, 시장 관련 용어","시장, 상인, 상거래, 용어, 옛말, 상업용어",,,,,,,0,https://ncms.nculture.org/market/story/3459,한국문화원연합회
3462,새롭게 형성된 문화관광형시장,"'문화관광형시장'이란 사라져 가는 전통시장을 되살리기 위해 중소기업청과 소상공인시장진흥공단이 지원하는 전통시장 육성사업이다. 2008년 인천 송현시장, 주문진 수산시장, 충남 부여시장, 제주 동문시장의 지원을 시작으로 현재까지 꾸준히 이어지고 있으며, 현재까지 190개의 시장이 선정되어 문화관광이 접목된 시장으로 육성되고 있다.",전국,,한국 시장의 형성과 변화,시대에 따른 시장의 변화,한국문화원연합회,현대시장의 특징,"전통시장, 문화관광형시장, 전통시장법, 중소기업청, 소상공인시장진흥공단",,,,,,,0,https://ncms.nculture.org/market/story/3462,한국문화원연합회
3475,시장을 흥청거리게 하는 장돌뱅이의 장타령,"「장타령」은 장타령꾼들이 장터를 흥청거리게 하고 물건을 팔기 위해 부르던 노래였다. ‘장돌뱅이’들은 전국의 지역 장터를 다니며 각 지역의 내력이나 특징, 명물, 고사 등을 엮어서 사설을 만들어 「장타령」을 불렀다. ‘장돌뱅이’들이 부르는 「장라텽」은 장터의 흥겨운 분위기를 연출하고, 물건을 사거나 팔러 장터에 나오는 사람들에게 웃음을 주었던 노래이다.",전국,,문헌과 문학작품에 표현된 시장,시장을 배경으로 한 시와 노래,한국문화원연합회,"타령, 장돌뱅이, 시장 생활 모습","시장, 장터, 보부상, 오일장, 장타령, 장돌뱅이",,,,,,,0,https://ncms.nculture.org/market/story/3475,한국문화원연합회
3478,중개인 ‘여리꾼’과 그들의 은어 변어(邊語),"여리꾼은 서울의 시전(市廛) 주변에서 활동하는 거간의 한 부류다. 그들은 물건을 사고파는 거래뿐만 아니라 “토지와 가옥 등의 부동산, 금전 대차(貸借), 전당(典當), 사용권(使用權) 등의 매개(媒介)와 선박거간, 어음 거간” 등에 이르기까지 업무활동의 범위가 광범위하고 종류도 여러 가지다. 여리꾼은 ‘열립(列立)꾼’이 변해서 된 말로, 일정한 소속 없이 자유스러운 처지에서 위탁을 받으며, 물건을 매매할 때 그들만의 언어를 사용한다.&nbsp;",전국,,한국 시장의 구성과 운영,한국 전통시장에서의 거래방식,한국문화원연합회,"전통시장, 조선시대 시장 거래방식","시장, 거간, 중개인, 여리꾼, 변어",,,,,,,0,https://ncms.nculture.org/market/story/3478,한국문화원연합회
3479,시대의 변화로 사라진 상인 명칭,"장사를 업으로 하는 사람을 흔히 상인(商人)이라고 한다. 우리나라에는 상인을 일컫는 명칭이 다양하다. 개성상인처럼 상행위 지역에 따라서 명칭을 부르기도 하고, 시전상인처럼 상인 형태에 따라서 부르기도 한다. 상인 명칭 가운데는 시대의 변화로 인해 판매 행위가 변하면서 지금은 사라진 명칭들도 있다.",전국,,문헌과 문학작품에 표현된 시장,시장에서 사용하던 구비단문,한국문화원연합회,"시장 생활 모습, 시장의 역사","시장, 상인, 행상, 장수, 상나라",,,,,,,0,https://ncms.nculture.org/market/story/3479,한국문화원연합회
3480,조선시대에 불법이었던 난전,난전(亂廛)은 물건을 사고파는 행위에 대해서 국가로부터 허가를 받지 않고 판매하는 '행위'나 '시설'을 가리킨다. 조선시대에는 국역(國役)의 의무를 지니고 있는 육의전과 시전 등에 일부 상품을 독점해서 판매할 수 있는 특권인 금난전권(禁亂廛權)을 부여해 주었다. 그리고 국가의 허락 없이 상행위를 하는 것을 ‘난전’이라 하고 불법으로 간주하였다.,전국,,한국 시장의 구성과 운영,한국 전통시장에서의 거래방식,한국문화원연합회,"금난전권, 조선시대 시장","조선시대, 시장, 육의전, 금난전권, 시전, 난전",,,,,,,0,https://ncms.nculture.org/market/story/3480,한국문화원연합회
3450,한국 시장의 형성과 변화,"시장의 기능은 시대에 따라 조금씩 다른 변화를 보이고 있다. 과거에는 주로 물물을 교환하는 장소로서 기능하였고, 조선시대에는 상품 거래뿐만 아니라 정보교환, 사교, 오락, 정치적 집회 등이 이루어지던 공간이기도 하였다. 오늘날에는 경제적 기능뿐만 아니라 다양한 문화가 형성되고 공유되는 ‘문화 공간’으로 활용되고 있다. 한편 시장의 종류는 기준에 따라 여러 가지로 나눌 수 있는데, 현재의 한국시장은 『유통산업발전법』(2009)에 따라 ①대규모 점포, ②상점가, ③전문상가단지, ④체인사업, ⑤정기시장・임시시장, ⑥무점포판매로 구분하고 있다.",전국,,한국 시장의 형성과 변화,한국 시장의 형성과 기능,한국문화원연합회,"물물교환, 전통시장의 형성과 기능","시장, 시장의 기능, 물물교환, 상품거래, 문화 공간, 시장규칙, 시장법, 유통산업발전법, 재래시장 및 상점가 육성을 위한 특별법",https://minio.nculture.org/amsweb-opt/multimedia_assets/54/25309/7272/c/25309-thumb.jpg,,,,2018.0,한국문화원연합회,3,https://ncms.nculture.org/market/story/3450,한국문화원연합회
3456,힘 있는 선으로 표현된 이두호 만화 『객주』,만화를 보는 독자들은 그림을 통해 시각적으로 감성에 자극을 받고 문자를 통해 그 의미를 명확하게 받아들인다. 보부상을 소재로 한 김주영의 소설 『객주』도 이두호 만화가에 의해 그림과 문자로 재탄생 되었다. 만화 『객주』는 섬세하면서도 힘이 넘치는 선이 어떻게 만화적 재미를 만들어내는지를 잘 보여준다.,전국,,문헌과 문학작품에 표현된 시장,시장을 배경으로 한 이야기,한국문화원연합회,"보부상, 객주, 만화","시장, 보부상, 객주, 만화, 이두호",https://minio.nculture.org/amsweb-opt/multimedia_assets/62/25389/10587/c/25389-thumb.jpg,,,,2018.0,한국만화박물관,1,https://ncms.nculture.org/market/story/3456,한국문화원연합회
3406,보부상과 보부상 조직의 형성,"'보부상'은 조선 시대부터 지방의 정기시장을 장악했던 전문적인 상인 집단으로 취급 물품에 따라 '보상'과 '부상'으로 나뉜다. 보부상은 전국의 다니는 행상에서 비롯됐으며, 부상의 경우는 조선 초 부상청이 만들어지면서 조직화 되었고, 보상은 1879년 조직화 되었다. 이후 1883년 혜상공국이 만들어지면서 하나로 합쳐졌다.",전국,,한국 시장의 구성과 운영,한국의 전문 상인 집단 보부상,한국문화원연합회,"이성계, 보부상","보부상, 행상, 보상, 부상, 도사",,,,,,,0,https://ncms.nculture.org/market/story/3406,한국문화원연합회
3410,시장에서 사용하던 다양한 용어들 3,"시장 안에는 다양한 형태의 사람들이 모이고, 그 사람들이 나름의 역할들을 하며 운영된다. 그렇기에 다른 공동체와 마찬가지로 시장 안에서만 통용되는 언어들도 존재한다. 이들 언어들은 주로 상행위와 관련한 것들로 시장 생활의 단면을 엿볼 수 있다.",전국,,문헌과 문학작품에 표현된 시장,,한국문화원연합회,"시장 관련 용어, 조선시대 시장","시장, 상인, 상거래, 용어, 옛말, 상업용어",,,,,,,0,https://ncms.nculture.org/market/story/3410,한국문화원연합회
3412,빈부 격차를 비판하는 「돈타령」,"판소리 「흥보가」 대목 가운데 「돈타령」이 있다. 가난에 쪼들린 주인공 흥부가 돈을 받고 대신 관가(官家)에 매를 맞으러 가는 장면에서 부른다. 「돈타령」은 “사람을 귀하게 할 수도 있고, 살리고 죽일 힘도 있다.”는 내용으로 구성되어 있다. 조선시대 후기에 와서 화폐 경제 발달한다. 그러나 화폐 경제 발달은 빈부 양극화 현상을 초래하였다. 「돈타령」은 그러한 양극화 현상을 비판하고 있다.",전국,,문헌과 문학작품에 표현된 시장,시장을 배경으로 한 시와 노래,한국문화원연합회,"판소리, 타령","판소리, 돈, 흥보가, 돈타령, 화폐경제, 빈부격차",,,,,,,0,https://ncms.nculture.org/market/story/3412,한국문화원연합회
3425,고려와 조선시대 수도에 건설한 전문상가 장옥(場屋),"우리나라는 고려시대부터 수도에 장옥을 건설하여 상행위가 이루어지게 하였다. 고려시대 무렵에는 개경(開京) 동남쪽에 가로로, 조선시대에는 한양 큰 길거리 양쪽에 장옥이 벌어져 있었다. 곧 국가에서 상인들을 모아 국가 관리 하에 상업 경영에 종사하게 하고, 관리 및 양반층을 비롯한 새로 건설한 수도 주민들의 경제적 수요를 충족시켰다.",전국,,한국 시장의 구성과 운영,한국 전통시장에서의 거래방식,한국문화원연합회,"전통시장, 조선시대 시장 거래방식","조선, 시장, 고려, 한양, 개경, 전문상가, 장옥, 장행랑",,,,,,,0,https://ncms.nculture.org/market/story/3425,한국문화원연합회
3443,조선시대 시장 백과사전 『증보문헌비고』와 「시적고」,우리나라에는 시장과 관련한 고문헌이 많지 않다. 현재 우리나라에 남아 있는 시장관련 고문헌은 대부분 보부상과 관련 있는 기록들이다. 이러한 상황에서 조선시대 시장과 관련한 내용을 담고 문헌이 있다. 바로 『증보문헌비고』  가운데 「시적고」이다.&nbsp;,전국,,문헌과 문학작품에 표현된 시장,문헌에서의 시장,한국문화원연합회,조선시대 시장,"시장, 상업, 증보문헌비고, 시적고, 동국문헌비고",,,,,,,0,https://ncms.nculture.org/market/story/3443,한국문화원연합회
3335,현대 시도별 시장 현황,"2016년 기준 우리나라 전통시장은 총 1,441개이다. 전통시장 중 상권크기별로 살펴보면 읍‧면‧동 및 그 일부를 대상으로 상권이 형성된 근린상권형 시장이 62.5%의 비율로 과반 이상을 차지한다. 시도별 시장 비율은 서울 15%, 부산 11.6%, 경남 11.1%, 경북 10.2%, 경기 9.3% 등으로 높은 편이다. 특히 서울, 경기, 인천 수도권 3개 지역에 전통시장 27.5%가 위치하고 있다. 전통시장 내 총 상인수는 368,930명이다.",전국,,한국 시장의 형성과 변화,시대에 따른 시장의 변화,한국문화원연합회,"전통시장, 시장의 역사, 현대시장의 특징","시장, 전통시장, 등록시장, 인정시장, 시장상인",https://minio.nculture.org/amsweb-opt/multimedia_assets/58/25382/21123/c/25382-thumb.jpg,,,,2018.0,한국문화원연합회,3,https://ncms.nculture.org/market/story/3335,한국문화원연합회
3321,한국 시장의 형성과 발전,"시장은 물품 교환뿐만 아니라, 거래에 따른 비용을 줄이고, 생산자 간의 정보를 제공하여 생산의 효율성까지 높이는 역할을 담당한다. 한국의 경우, 490년에 상설시장이 설립되었다는 기록이 있고, 1470년에는 정기시장이 개설되었다는 기록이 보인다. 이후로는 한국의 시장은 상설시장과 정기시장[5일장]으로 구분해서 열린다. 현대에 와서는 시설의 현대화, 경영의 현대화를 통해 다양한 형태의 상설시장과 5일장이 존재한다.",전국,,한국 시장의 형성과 변화,한국 시장의 형성과 기능,한국문화원연합회,전통시장의 형성과 기능,"시장, 상설시장, 5일장, 정기시장, 한국, 장시",https://minio.nculture.org/amsweb-opt/multimedia_assets/76/25405/10603/c/25405-thumb.jpg,,,,2018.0,국립민속박물관,2,https://ncms.nculture.org/market/story/3321,한국문화원연합회
3333,전통시장에서 물건을 운반하는 도구,전통시장에 물건을 운반하는 도구에는 소나 말이 끄는 수레의 한 종류인 '달구지'가 있다. 달구지는 가장 능률적인 운반수단으로 대규모의 상단이 이동하는 경우 주로 사용하였다. 또한 달구지를 대신한 운반도구에는 수레가 다니기 어려운 지역에서 물건을 옮길 때 사용하던 '썰매'와 '구판' 등이 있다.,전국,,한국 시장의 구성과 운영,한국 전통시장에서의 거래방식,한국문화원연합회,"전통시장, 소달구지, 조선시대 시장 거래방식","달구지, 우차, 마차, 수레, 한바리, 길마, 썰매, 논썰매, 구판, 끌개",https://minio.nculture.org/amsweb-opt/multimedia_assets/74/25402/10600/c/25402-thumb.jpg,,,,2018.0,안산향토사박물관,2,https://ncms.nculture.org/market/story/3333,한국문화원연합회
3364,전통시장에서의 물건 포장과 이동 도구,"시장 상점에서 물건을 구입하고 보자기를 펼쳐 그 위에 물건을 하나 둘씩 담고 매듭으로 묶었다. 산간마을에서는 물건을 구입해 주루막에 담는다. 시장 상가에서는 팔 물건들을 포대에 담아 진열해 둔다. 이들 보자기, 주루막, 포대는 시장에서 물건의 진열과 포장, 이동 등 다양한 용도로 사용하였다.&nbsp;",전국,,한국 시장의 구성과 운영,한국 전통시장에서의 거래방식,한국문화원연합회,조선시대 시장 거래방식,"시장, 주루막, 보자기, 포대, 운반도구, 포장도구, 진열도구",https://minio.nculture.org/amsweb-opt/multimedia_assets/106/25446/10644/c/25446-thumb.jpg,,,,2018.0,국립민속박물관,2,https://ncms.nculture.org/market/story/3364,한국문화원연합회
3361,조선시대 국제무역을 담당한 개성상인,"조선시대 개성을 중심으로 국내 상업과 국제무역을 담당하고, 인삼 재배 및 홍삼제조업 등을 한 한국의 대표적 상인집단이‘개성상인’이다. 조선시대 후기에 들어서면서 개성상인은 조선을 중심으로 청나라, 일본을 이어지는 삼각무역의 핵심 상인으로 활동하면서 크게 발전하였다. 19세기 이후 인삼 재배에 자본을 투자하였으며, 재배한 인삼으로 홍삼(紅蔘)을 생산하기도 하였다.",전국,,한국 시장의 구성과 운영,전통시장 판매 물품과 장인,한국문화원연합회,"인삼, 홍삼, 조선시대 시장","조선, 상인, 국제무역, 개성, 고려, 인삼, 홍삼",https://minio.nculture.org/amsweb-opt/multimedia_assets/102/25441/10639/c/25441-thumb.jpg,,,,2018.0,국립민속박물관,1,https://ncms.nculture.org/market/story/3361,한국문화원연합회
3369,한국 전통시장에서의 거래 행위,"한국의 전통시장에서 거래가 이루어졌던 곳은 시장이었으며, 이러한 거래의 주체는 상인들이었다. 조선 초기만 해도 상거래를 위해서는 반드시 관의 허가가 필요했다. 그래서 조선시대에는 특정 상인들에게 상거래를 할 수 있는 특권을 주었으며, 그들을 ‘관허상인’이라고 하였다. 관허상인에는 시전상인, 공인, 보부상 등이 있었다. 그러나 조선후기에는 조정의 허가 없이 활동했던 상인들이 생겨났으며, 그들을 ‘사상(私商)’이라고 하였다. 대표적인 사상에는 경강상인, 개성상인, 의주상인들이 있었다.",전국,,한국 시장의 구성과 운영,한국 전통시장에서의 거래방식,한국문화원연합회,"전통시장, 보부상","전통시장, 보부상, 개성상인, 상거래, 시전상인, 관허상인, 공인, 방물장수, 사상, 송상, 송방",https://minio.nculture.org/amsweb-opt/multimedia_assets/103/25442/10640/c/25442-thumb.jpg,,,,2018.0,수원광교박물관,1,https://ncms.nculture.org/market/story/3369,한국문화원연합회
3322,보부상들의 치열한 삶을 보여주는 소설 「객주」,"김주영의 「객주」는 조선 후기 치열하게 살았던 보부상들의 모습을 보여주는 소설이다. 1979년 6월부터 1983년 2월까지, 4년 9개월 동안 1,465회에 걸쳐 「서울신문」에 연재되었다. 보부상이 떠돌면서 살아내는 치열한 삶이 인간의 삶이며, 그것이 다른 이에게 도움도 주고, 때로는 피해도 주는 것임을 보여준다.",전국,,문헌과 문학작품에 표현된 시장,시장을 배경으로 한 이야기,한국문화원연합회,"보부상, 객주, 소설","시장, 보부상, 상인, 객주, 소설, 김주영, 장사의 신",,,,,,,0,https://ncms.nculture.org/market/story/3322,한국문화원연합회
3329,장터 노름판에 흥을 돋우는 노름노래,"장터나 주막집 등에서 했던 노름놀이 가운데 노래와 함께 부르면서 했던 대표적인 놀이가 ‘투전’과 ‘곱새치기’다. 투전은 그림이나 문자 따위를 그려 넣은 종이조각을 뽑아 끗수로 승부를 내는 놀이고, 곱새치기는 ‘긴목’ 또는 ‘진목’이라는 숫자 기구의 끗수에 따라 여러 가지 노래를 하면서 노는 놀이다. 투전과 곱새치기는 놀이는 본질적으로 겨루는 자체에서 오는 흥과 즐거움을 추구하고, 「투전풀이」와 「숫자불림」 같은 노래는 그러한 놀이에 재미와 흥겨움을 더해주는 구실을 한다.",전국,,문헌과 문학작품에 표현된 시장,시장을 배경으로 한 시와 노래,한국문화원연합회,"노래, 전투전적비","시장, 곱새치기, 투전, 노름놀이, 투전풀이, 숫자풀이",,,,,,,0,https://ncms.nculture.org/market/story/3329,한국문화원연합회
3330,조선의 중간상인 객주,"객주란 '객상주인' 또는 '여객 주인'의 준말로 각지에 모여드는 상인들에게 숙식을 제공하고, 물품을 보관해주며, 매매가 성립될 수 있도록 도와주는 임무를 수행한 '중간상인'을 말한다. 그들은 숙박업, 창고업, 금융업 등 과거 상업 경제의 모든 분야해서 활동하였다.",전국,,한국 시장의 구성과 운영,한국 전통시장에서의 거래방식,한국문화원연합회,"객주, 조선시대 시장","객주, 거간, 여각, 물상객주, 위탁매매인",,,,,,,0,https://ncms.nculture.org/market/story/3330,한국문화원연합회
3336,시장 생활 유지를 위한 다양한 속신어,"시장에는 다양한 속신어가 존재한다. 이들 시장에서 전해지는 속신어를 통해 시장 생활을 유지해 간다. 시장 사람들의 생각과 행동을 제약하기도 하고, 시장 유지를 위해 교육을 시키는 역할을 담당하기도 한다. 속신어를 통해 일종의 단체생활을 영위하게 하는 것이다.",전국,,문헌과 문학작품에 표현된 시장,시장에서 사용하던 구비단문,한국문화원연합회,"시장 관련 용어, 시장 생활 모습","시장, 상인, 구비단문, 속신어",,,,,,,0,https://ncms.nculture.org/market/story/3336,한국문화원연합회
3338,전통시장에서의 고리대와 이자,"전통시장에서 돈을 빌리고 갚는 것은 매 장날마다 일정한 장소에서 이루어진다. 상인들 스스로 돈을 빌리거나 갚기도 하지만, 대부분 농민들이 상인들에게 돈을 빌리거나 갚는다. 농민들이 현물을 대여 받았을 경우 현물로 갚기도 하고, 노동력으로 대신 갚기도 하였다. 한편, 우리나라 전통시장에서 통용되던 이자의 종류는 매우 다양하였다.&nbsp;",전국,,한국 시장의 구성과 운영,한국 전통시장에서의 거래방식,한국문화원연합회,조선시대 시장 거래방식,"시장, 전통시장, 고리대금, 이자",,,,,,,0,https://ncms.nculture.org/market/story/3338,한국문화원연합회
3341,시장의 모습을 보여주는 다양한 속담 1,"시장과 관련해서도 다양한 속담들이 전해진다. 시장과 관련한 속담 속에서는 시장 생활을 통해 습득한 다양한 지혜들이 담겨져 있다. 또한 시장과 관련한 속담을 통해서 시장에서 상인과의 관계, 상행위 등에 대한 모습을 엿볼 수 있다.&nbsp;",전국,,문헌과 문학작품에 표현된 시장,시장에서 사용하던 구비단문,한국문화원연합회,"시장 관련 속담, 시장 생활 모습","시장, 상인, 구비문학, 속담, 옛말, 구비단문",,,,,,,0,https://ncms.nculture.org/market/story/3341,한국문화원연합회
3349,한국시장의 기능과 종류,"시장의 기능은 시대에 따라 조금씩 다른 변화를 보이고 있다. 과거에는 주로 물물을 교환하는 장소로서 기능하였고, 조선시대에는 상품 거래뿐만 아니라 정보교환, 사교, 오락, 정치적 집회 등이 이루어지던 공간이기도 하였다. 오늘날에는 경제적 기능뿐만 아니라 다양한 문화가 형성되고 공유되는 ‘문화 공간’으로 활용되고 있다. 한편 시장의 종류는 기준에 따라 여러 가지로 나눌 수 있는데, 현재의 한국시장은 『유통산업발전법』(2009)에 따라 ①대규모 점포, ②상점가, ③전문상가단지, ④체인사업, ⑤정기시장・임시시장, ⑥무점포판매로 구분하고 있다.",전국,,한국 시장의 형성과 변화,한국 시장의 형성과 기능,한국문화원연합회,"물물교환, 전통시장의 형성과 기능","시장, 시장의 기능, 물물교환, 상품거래, 문화 공간, 시장규칙, 시장법, 유통산업발전법, 재래시장 및 상점가 육성을 위한 특별법",,,,,,,0,https://ncms.nculture.org/market/story/3349,한국문화원연합회
3353,담배를 노래한 「담바구타령」,"장의 보따리 상인들이 잠시 쉬는 틈에 물고 있는 담뱃대, 특히 사랑방에서 들려오는 할아버지의 담뱃대는 어른들만의 전유물이자 가장으로서 권위를 상징하고 있다는 것을 보여준다. 담배가 우리나라에 들어온 것은 조선시대에 일본을 거쳐 들어왔거나, 중국의 북경을 다니던 상인들에 의하여 도입된 것으로 추측한다. 조선시대에 들어온 담배를 소재로 해서 전국적으로 전승하는 민요가 있는데 이를 「담바구타령」이라고 한다.",전국,,문헌과 문학작품에 표현된 시장,시장을 배경으로 한 시와 노래,한국문화원연합회,"담배, 경기민요, 타령, 노래","담배, 민요, 연초, 담바구타령, 경기민요, 담배노래",,,,,,,0,https://ncms.nculture.org/market/story/3353,한국문화원연합회
3366,월두 달을 노래하는 「화투타령」,"조선시대부터 우리나라에 들어와 현재까지 이어지는 노름놀이가 있다. 그것은 열두 달을 상징하는 화초그림딱지를 가지고 노는 놀이인 화투다. 화투는 12종류 48장으로 되어 있는 놀이딱지로, 우리나라에 들어온 후 급속히 전파되어 오늘날 가장 대중적으로 이용되는 노름도구가 되었다. 「화투타령」은 1에서 10까지 화투를 사용해 불림을 하며 승패를 겨루는 놀이를 할 때 부르기도 하고, 일상생활 속에서 개인의 심회를 표출할 때도 부른다.",전국,,문헌과 문학작품에 표현된 시장,시장을 배경으로 한 시와 노래,한국문화원연합회,"화투, 타령, 노래","시장, 화투타령, 화투, 노름, 놀이, 화투뒷풀이",,,,,,,0,https://ncms.nculture.org/market/story/3366,한국문화원연합회
3367,시장의 모습을 보여주는 다양한 속담 4,"시장과 관련해서도 다양한 속담들이 전해진다. 시장과 관련한 속담 속에서는 시장 생활을 통해 습득한 다양한 지혜들이 담겨져 있다. 또한 시장과 관련한 속담을 통해서 시장에서 상인과의 관계, 상행위 등에 대한 모습을 엿볼 수 있다.&nbsp;",전국,,문헌과 문학작품에 표현된 시장,시장에서 사용하던 구비단문,한국문화원연합회,"시장 관련 속담, 시장 생활 모습","시장, 상인, 구비문학, 속담, 옛말, 구비단문",,,,,,,0,https://ncms.nculture.org/market/story/3367,한국문화원연합회
3371,"마수걸이, 덤, 에누리 등의 흥정방식","전통시장은 유통구조의 특성상 다양한 거래방식이 존재한다. 이러한 거래방식에는 마수걸이, 덤, 에누리 등의 흥정방식이다. '마수걸이'는 상품을 첫 번째로 팔아 얻는 소득인데, 상인들에게는 하루의 장사 운을 판가름하기 때문에 매우 중요하게 여긴다. 또한 '덤'은 상품을 구매한 손님에게 구매한 물건 외에 더 얹어 주는 것으로 일종의 고객에 대한 서비스이며, '에누리'는 상인과 손님 간에 상품의 가격을 조정하는 흥정방식이다.",전국,,한국 시장의 구성과 운영,한국 전통시장에서의 거래방식,한국문화원연합회,"시장 관련 용어, 조선시대 시장 거래방식","흥정, 흥정의 방식, 마수걸이, 덤, 에누리, 떨이",,,,,,,0,https://ncms.nculture.org/market/story/3371,한국문화원연합회
3373,청나라와의 국경무역을 담당한 의주상인,조선시대 평안북도 의주군을 중심으로 중계무역을 하던 상인을 의주상인이라고 한다. 의주상인은 청나라와의 무역에 있어서 국내 최대 규모의 상인이었던 개성상인과 밀접한 관계를 가지고 국내외 시장을 연결하였다. 의주상인이 중국 시장에서 상품을 구입해오면 개성상인은 국내에서 판매를 담당하는 무역 구조를 이루고 있었다. 반대로 국내 상품을 중국에 수출할 경우 개성상인이 국내 생산지에서의 상품 매점을 담당하고 의주상인이 중국으로의 수출을 담당하였다.,전국,,한국 시장의 구성과 운영,전통시장 판매 물품과 장인,한국문화원연합회,조선시대 시장,"의주상인, 만상, 중계무역, 국경무역, 전문상인, 의주",,,,,,,0,https://ncms.nculture.org/market/story/3373,한국문화원연합회
3380,엿장수들이 엿을 팔면서 부른 「엿파는소리」,오일장과 농촌의 마을을 다니며 전문적으로 엿을 파는 엿장수들은 「엿 파는 소리」에 흥을 담아 구성지게 소리를 부른다. 「엿 파는 소리」는 엿장수들이 엿을 팔면서 엿을 선전하고 손님을 끌어모으기 위해 가위 소리에 맞추어 부르던 노래다.,전국,,문헌과 문학작품에 표현된 시장,시장을 배경으로 한 시와 노래,한국문화원연합회,"타령, 노래, 엿","민요, 소리, 엿, 엿장수, 엿타령, 엿파는소리",,,,,,,0,https://ncms.nculture.org/market/story/3380,한국문화원연합회
